District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Budapest I. kerulete,47.496819,19.034522,Stand25 Bisztró,47.497673,19.032679,Bistro
Budapest I. kerulete,47.496819,19.034522,Budavári Palota,47.496197815204255,19.03954267501831,Castle
Budapest I. kerulete,47.496819,19.034522,Tabán Kinotéka,47.495818274097225,19.034303415796405,Indie Movie Theater
Budapest I. kerulete,47.496819,19.034522,Dísz tér,47.49909987702406,19.036163341521213,Plaza
Budapest I. kerulete,47.496819,19.034522,Zhao Zhou Teashop & Lab,47.49735359915229,19.0410255135632,Tea Room
Budapest I. kerulete,47.496819,19.034522,Honda Dream,47.49856101793635,19.031825367180065,Motorcycle Shop
Budapest I. kerulete,47.496819,19.034522,Szelence Café,47.497767102774404,19.031901183012053,Café
Budapest I. kerulete,47.496819,19.034522,Magyar Nemzeti Galéria | Hungarian National Gallery (Magyar Nemzeti Galéria),47.4960818339324,19.039467573165894,Art Museum
Budapest I. kerulete,47.496819,19.034522,Déryné Bisztró,47.49726881765624,19.03170794248581,Bistro
Budapest I. kerulete,47.496819,19.034522,Rojt és Bojt Kávéskuckó,47.4961,19.029148,Café
Budapest I. kerulete,47.496819,19.034522,Halászbástya | Fisherman's Bastion (Halászbástya),47.50202916825666,19.03505802154541,Historic Site
Budapest I. kerulete,47.496819,19.034522,Chococo,47.49756658264404,19.032413014257013,Chocolate Shop
Budapest I. kerulete,47.496819,19.034522,Várnegyed,47.50119536056568,19.032261353922006,Scenic Lookout
Budapest I. kerulete,47.496819,19.034522,Bortársaság,47.49744052213427,19.041090091730737,Wine Shop
Budapest I. kerulete,47.496819,19.034522,Pavillon de Paris,47.50113958069904,19.039126333378,French Restaurant
Budapest I. kerulete,47.496819,19.034522,Alagút-tető,47.49816583335608,19.039510488510132,Scenic Lookout
Budapest I. kerulete,47.496819,19.034522,Sziklakórház (Sziklakórház és Atombunker),47.50065171099339,19.031667177753427,History Museum
Budapest I. kerulete,47.496819,19.034522,Aldi,47.491379,19.031084,Grocery Store
Budapest I. kerulete,47.496819,19.034522,Czakó Utcai Sporttelep,47.49110784625171,19.03629819871619,Soccer Stadium
Budapest I. kerulete,47.496819,19.034522,Ennmann Japán Étterem,47.50314223244379,19.03950315483912,Sushi Restaurant
Budapest I. kerulete,47.496819,19.034522,Oxygen Wellness Naphegy,47.491025288093184,19.03790004849087,Gym / Fitness Center
Budapest I. kerulete,47.496819,19.034522,Várkert Bazár,47.494342763628154,19.04280721632471,Historic Site
Budapest I. kerulete,47.496819,19.034522,Asztalka,47.49219305108914,19.044231176376343,Dessert Shop
Budapest I. kerulete,47.496819,19.034522,Filozófusok kertje,47.48938052033156,19.039050771885886,Sculpture Garden
Budapest I. kerulete,47.496819,19.034522,FELIX Kitchen & Bar,47.49401804936372,19.043482303586643,Bistro
Budapest I. kerulete,47.496819,19.034522,Flex Gym,47.495672907564845,19.024170255939012,Gym / Fitness Center
Budapest I. kerulete,47.496819,19.034522,Bécsi Kapu,47.50501526609824,19.030653834342957,Monument / Landmark
Budapest I. kerulete,47.496819,19.034522,Four Seasons Hotel Gresham Palace Budapest,47.499885698091845,19.048025038249122,Hotel
Budapest I. kerulete,47.496819,19.034522,Kollázs,47.50002133411405,19.04764179149286,Hungarian Restaurant
Budapest I. kerulete,47.496819,19.034522,Walzer Café Semiramis,47.50398095659034,19.032362589705613,Café
Budapest I. kerulete,47.496819,19.034522,Đăng Mười Phở Bistro,47.50307755713744,19.026199822721736,Vietnamese Restaurant
Budapest I. kerulete,47.496819,19.034522,Riso Ristorante & Terrace,47.50566968847128,19.028991148668354,Italian Restaurant
Budapest I. kerulete,47.496819,19.034522,Szent Gellért-szobor,47.48964736479078,19.04548180672936,Outdoor Sculpture
Budapest I. kerulete,47.496819,19.034522,Sofitel Budapest Chain Bridge,47.49821754789199,19.048168250331855,Hotel
Budapest I. kerulete,47.496819,19.034522,Pékműhely,47.507072,19.032232,Bakery
Budapest I. kerulete,47.496819,19.034522,InterContinental Budapest,47.49742267347058,19.04785038161458,Hotel
Budapest I. kerulete,47.496819,19.034522,Zenit Budapest Palace Hotel,47.495025416766765,19.05017507409043,Hotel
Budapest I. kerulete,47.496819,19.034522,Pontoon,47.4996211259103,19.04629607073285,Bar
Budapest I. kerulete,47.496819,19.034522,Cipők a Duna-parton,47.503842779973596,19.044917329338645,Outdoor Sculpture
Budapest I. kerulete,47.496819,19.034522,KedvesKrém,47.507121,19.031639,Ice Cream Shop
Budapest I. kerulete,47.496819,19.034522,Vörösmarty tér,47.49693901334056,19.0500568449404,Plaza
Budapest I. kerulete,47.496819,19.034522,F&M Fitness and More,47.489800597961924,19.022896343657365,Gym / Fitness Center
Budapest I. kerulete,47.496819,19.034522,Arany Kaviár,47.50639552641936,19.02842313070382,Russian Restaurant
Budapest I. kerulete,47.496819,19.034522,Duna-part,47.49378104962592,19.04960988290484,Waterfront
Budapest I. kerulete,47.496819,19.034522,Villa Bagatelle,47.49635366463492,19.017824828624722,Breakfast Spot
Budapest I. kerulete,47.496819,19.034522,Baraka,47.49750301367725,19.04881417150902,Modern European Restaurant
Budapest I. kerulete,47.496819,19.034522,Cserpes Tejivó,47.49017746074987,19.022286052521924,Sandwich Place
Budapest I. kerulete,47.496819,19.034522,Espresso Embassy,47.502048,19.050175,Coffee Shop
Budapest I. kerulete,47.496819,19.034522,Vuk játszótér,47.48647166386166,19.04005784944724,Playground
Budapest I. kerulete,47.496819,19.034522,CINEMApink,47.490321660172626,19.02307459711208,Multiplex
Budapest I. kerulete,47.496819,19.034522,5 Elements Balinese Day Spa,47.50767587076823,19.038102541004196,Spa
Budapest I. kerulete,47.496819,19.034522,Bestsellers könyvesbolt,47.50092187136555,19.050915900874152,Bookstore
Budapest I. kerulete,47.496819,19.034522,Ristorante Italiano Bottega Di Brontolo,47.4973431165084,19.04982089996338,Italian Restaurant
Budapest I. kerulete,47.496819,19.034522,Börze . Kávéház . Étterem,47.50263808935722,19.049073072272694,Bistro
Budapest I. kerulete,47.496819,19.034522,Chez Dodo - Artisan Macarons & Café,47.50002173674331,19.05226689943884,Dessert Shop
Budapest I. kerulete,47.496819,19.034522,Comme Chez Soi,47.49452600494829,19.051489969770067,French Restaurant
Budapest I. kerulete,47.496819,19.034522,Budai3,47.4922992925289,19.019592913163518,Coffee Shop
Budapest I. kerulete,47.496819,19.034522,à table!,47.49501133118391,19.019275853820247,Bakery
Budapest I. kerulete,47.496819,19.034522,Citadella Sétány,47.48732525542146,19.0441040291484,Trail
Budapest I. kerulete,47.496819,19.034522,Steamhouse Cafe,47.50607476252683,19.03789634244022,Breakfast Spot
Budapest I. kerulete,47.496819,19.034522,Hungarikum Bisztró,47.503474,19.048189,Hungarian Restaurant
Budapest I. kerulete,47.496819,19.034522,Citadella,47.486998254990475,19.046344757080078,Historic Site
Budapest I. kerulete,47.496819,19.034522,Parlament,47.507040932373876,19.045658111572266,Capitol Building
Budapest I. kerulete,47.496819,19.034522,APPSolute,47.49219722303616,19.02014298101799,Electronics Store
Budapest I. kerulete,47.496819,19.034522,Gesztenyéskert,47.489929574375914,19.02054960990763,Park
Budapest I. kerulete,47.496819,19.034522,Anjuna Ice Pops,47.49991351526527,19.052243805099863,Ice Cream Shop
Budapest I. kerulete,47.496819,19.034522,Gelato Rosa,47.50022800527574,19.05312269926071,Ice Cream Shop
Budapest I. kerulete,47.496819,19.034522,Füge bolt & kávézó,47.48634866197452,19.039929024625025,Ice Cream Shop
Budapest I. kerulete,47.496819,19.034522,KisBécs,47.49478317762529,19.01546836871584,Café
Budapest I. kerulete,47.496819,19.034522,Cafe Unplugged,47.506086342187494,19.025395832602,Pub
Budapest I. kerulete,47.496819,19.034522,Gellért-hegy,47.48638199360751,19.046945571899414,Mountain
Budapest I. kerulete,47.496819,19.034522,Budai Pékség,47.50471828986712,19.0217240007121,Bakery
Budapest I. kerulete,47.496819,19.034522,Bortársaság,47.505648549047095,19.048542931788617,Wine Shop
Budapest I. kerulete,47.496819,19.034522,Brótpékség,47.496322,19.01782,Bakery
Budapest I. kerulete,47.496819,19.034522,Trattoria Pomo D'Oro,47.50185159155372,19.048136472702026,Italian Restaurant
Budapest I. kerulete,47.496819,19.034522,Szent István Bazilika,47.50078611872214,19.053897857666016,Church
Budapest I. kerulete,47.496819,19.034522,Budai Kettő,47.509127,19.030314,Breakfast Spot
Budapest I. kerulete,47.496819,19.034522,Katona József Színház,47.49379000204297,19.05479138760585,Theater
Budapest I. kerulete,47.496819,19.034522,Borkonyha,47.49957414546604,19.0524591478179,Hungarian Restaurant
Budapest I. kerulete,47.496819,19.034522,Artizán,47.503709,19.052721,Bakery
Budapest I. kerulete,47.496819,19.034522,Szerelmes Levél,47.509158,19.025443,Bakery
Budapest I. kerulete,47.496819,19.034522,Mókusch Café & Deli,47.50710412434982,19.02308275855444,Coffee Shop
Budapest I. kerulete,47.496819,19.034522,Zeller Bistro,47.50220674435897,19.052706956863403,Hungarian Restaurant
Budapest I. kerulete,47.496819,19.034522,Panificio il Basilico,47.504595230242955,19.019612583969607,Bakery
Budapest I. kerulete,47.496819,19.034522,KIOSK Budapest,47.49283425431146,19.052159786224365,Restaurant
Budapest I. kerulete,47.496819,19.034522,Aria Hotel Budapest,47.499854718295886,19.053651094436646,Hotel
Budapest I. kerulete,47.496819,19.034522,IGEN,47.510147484902234,19.02989228422414,Pizza Place
Budapest I. kerulete,47.496819,19.034522,à table!,47.50813707875423,19.025681018829346,Bakery
Budapest I. kerulete,47.496819,19.034522,Fragola,47.4923705070088,19.01537142709093,Ice Cream Shop
Budapest I. kerulete,47.496819,19.034522,Good Karma,47.50983001850337,19.02471639069083,Indian Restaurant
Budapest I. kerulete,47.496819,19.034522,Margaréta Játszótér,47.4926799270268,19.015528628916353,Playground
Budapest I. kerulete,47.496819,19.034522,Pohárszék Bor & Kávé,47.505664655251145,19.051561606504983,Wine Bar
Budapest I. kerulete,47.496819,19.034522,Szent István Bazilika tetőtéri kilátó (Szent István Bazilika tetőtéri),47.50078611872214,19.0540212392807,Scenic Lookout
Budapest I. kerulete,47.496819,19.034522,Hotel Moments Budapest,47.50093513704525,19.056553568100565,Hotel
Budapest I. kerulete,47.496819,19.034522,Cerka-Firka Játszòtér,47.485074765977444,19.043380384962667,Playground
Budapest I. kerulete,47.496819,19.034522,GoodSpirit Whiskey & Cocktail Bar,47.49092620880407,19.056088449628795,Cocktail Bar
Budapest I. kerulete,47.496819,19.034522,Deák Ferenc tér,47.49751050552186,19.054739042164343,Plaza
Budapest I. kerulete,47.496819,19.034522,Lakatos Műhely,47.50495758619284,19.05328322161946,Gastropub
Budapest I. kerulete,47.496819,19.034522,Taverna Dionysos,47.488887915287755,19.05418276973761,Greek Restaurant
Budapest I. kerulete,47.496819,19.034522,Madal Cafe - Espresso & Brew Bar,47.492569,19.056153,Coffee Shop
Budapest II. kerulete,47.527676,19.002645,Klub Korona,47.52912174218297,19.00521887643272,Gym
Budapest II. kerulete,47.527676,19.002645,Fragola Terasz,47.52513636949263,18.994008188696103,Ice Cream Shop
Budapest II. kerulete,47.527676,19.002645,Árpád-kilátó,47.53517082943081,18.999700070684018,Scenic Lookout
Budapest II. kerulete,47.527676,19.002645,Capri Pizzeria,47.530099664782256,19.010459915972664,Pizza Place
Budapest II. kerulete,47.527676,19.002645,Kedves Sushi,47.52912243758197,19.005306618025287,Sushi Restaurant
Budapest II. kerulete,47.527676,19.002645,Pasarét Bisztró,47.523921132132344,18.99334288640564,Bistro
Budapest II. kerulete,47.527676,19.002645,Pasaréti tér,47.523896940185715,18.993294377749955,Park
Budapest II. kerulete,47.527676,19.002645,Pál-völgyi-barlang,47.532967708279855,19.016321058132764,Cave
Budapest II. kerulete,47.527676,19.002645,Cafe Alessio,47.516869292800195,19.004101538959823,Italian Restaurant
Budapest II. kerulete,47.527676,19.002645,Apáthy-szikla,47.53161936128502,18.987130538624783,Scenic Lookout
Budapest II. kerulete,47.527676,19.002645,SÜTI,47.522380723374965,19.01500176892773,Cupcake Shop
Budapest II. kerulete,47.527676,19.002645,Fenyves parki játszótér,47.52066408735971,18.99991392101087,Playground
Budapest II. kerulete,47.527676,19.002645,Szega Camembert Sajt- és Sonkaüzlet,47.51623421840258,18.999879648839038,Cheese Shop
Budapest II. kerulete,47.527676,19.002645,MediLine Egészségház,47.52246345267332,18.989170474579502,Pharmacy
Budapest II. kerulete,47.527676,19.002645,Oázis Kertészet - Pasarét,47.51553758064565,19.010674900747254,Flower Shop
Budapest II. kerulete,47.527676,19.002645,ALDI,47.523695541964166,18.993645737095534,Grocery Store
Budapest II. kerulete,47.527676,19.002645,Napraforgó utcai Bauhaus mintatelep,47.52657284342284,18.987349203332784,Historic Site
Budapest II. kerulete,47.527676,19.002645,Panoráma Kör Hármashatárhegy,47.54040319405842,19.006348169301354,Trail
Budapest II. kerulete,47.527676,19.002645,Johnny's Bistro Buda,47.51525846022867,18.989581700547795,Burger Joint
Budapest II. kerulete,47.527676,19.002645,Bálint Galéria Kávézó,47.51714094271087,19.00045946766772,Bar
Budapest II. kerulete,47.527676,19.002645,Cafe 57 Restaurant,47.5253064463991,19.023773968219757,Restaurant
Budapest II. kerulete,47.527676,19.002645,Hill Bowling,47.52898476199901,19.00547650272698,Bowling Alley
Budapest II. kerulete,47.527676,19.002645,Fuji Japán Étterem,47.52974663024836,19.010570304275042,Japanese Restaurant
Budapest II. kerulete,47.527676,19.002645,"Szent Család Park, Játszótér",47.5173434610541,18.98595372667405,Playground
Budapest II. kerulete,47.527676,19.002645,RSC Squash Club,47.52910511828187,19.00507406667782,Squash Court
Budapest II. kerulete,47.527676,19.002645,Józsefhegyi kilátó,47.523767082997026,19.027360112490058,Scenic Lookout
Budapest II. kerulete,47.527676,19.002645,Émile,47.51822971411068,19.007058176649075,Restaurant
Budapest II. kerulete,47.527676,19.002645,Vendéglő a KisBíróhoz,47.51277664336154,18.994230101620303,Restaurant
Budapest II. kerulete,47.527676,19.002645,jókenyér Ludwig & Mentesi,47.52140859181919,19.020793320878806,Bakery
Budapest II. kerulete,47.527676,19.002645,Mátyás-hegy,47.53380861922745,19.023438692092896,Mountain
Budapest II. kerulete,47.527676,19.002645,Piccante Delicatesse,47.53113074185678,19.02457463515792,Deli / Bodega
Budapest II. kerulete,47.527676,19.002645,Daubner Cukrászda,47.52835461972757,19.032332077660087,Dessert Shop
Budapest II. kerulete,47.527676,19.002645,Szemlő-hegyi-barlang,47.528427052084645,19.02558445930481,Cave
Budapest II. kerulete,47.527676,19.002645,Kiscelli Parkerdő,47.53758549676721,19.02898734866811,Park
Budapest II. kerulete,47.527676,19.002645,Fenyőgyöngye,47.54043833235936,19.00640654975267,Outdoors & Recreation
Budapest II. kerulete,47.527676,19.002645,Mágnáskert Csemege,47.52997696238898,19.009736627340317,Grocery Store
Budapest II. kerulete,47.527676,19.002645,Grand Hostel Budapest,47.523424632479085,18.988075363965145,Hostel
Budapest II. kerulete,47.527676,19.002645,Bruberi Coffee & Bakery,47.5214550033809,19.020887040827084,Coffee Shop
Budapest II. kerulete,47.527676,19.002645,Pasaréti Síiskola,47.513474878435105,19.00935529829982,Ski Trail
Budapest II. kerulete,47.527676,19.002645,Fióka,47.50957652267525,19.00922344461209,Gastropub
Budapest II. kerulete,47.527676,19.002645,Városmajori Sportpályák,47.50902666171609,19.011926651000977,Soccer Field
Budapest II. kerulete,47.527676,19.002645,Torockó téri játszótér,47.51469447540722,19.0038826314906,Playground
Budapest II. kerulete,47.527676,19.002645,Porcellino Grasso Ristorante,47.515458387862154,19.02714814289518,Italian Restaurant
Budapest II. kerulete,47.527676,19.002645,Franko Bistro,47.51022814986338,19.00863087605124,Bistro
Budapest II. kerulete,47.527676,19.002645,Vérhalom téri játszótér,47.521430422004144,19.024636055946054,Playground
Budapest II. kerulete,47.527676,19.002645,Zugligeti libegő,47.516495500119944,18.97464938493108,Ski Chairlift
Budapest II. kerulete,47.527676,19.002645,bodyART Mozgásstúdió,47.51575902560296,19.019307136203963,Athletics & Sports
Budapest II. kerulete,47.527676,19.002645,City Squash & Fitness Club,47.512445194534855,19.0218658179976,Squash Court
Budapest II. kerulete,47.527676,19.002645,Édesem,47.51200716576493,19.02536966187471,Dessert Shop
Budapest II. kerulete,47.527676,19.002645,Vasas Pasarét Sportcentrum,47.5126773760617,19.007854884110557,Gym / Fitness Center
Budapest II. kerulete,47.527676,19.002645,A-list Salon & Spa,47.50902047628387,19.016803777550543,Spa
Budapest II. kerulete,47.527676,19.002645,Korda Villa,47.53184389517557,19.013317745804883,Hotel
Budapest II. kerulete,47.527676,19.002645,Vérhalom tér,47.521098858828296,19.024372100830078,Park
Budapest II. kerulete,47.527676,19.002645,Anjuna Ice Pops,47.51048392892457,19.023797939779616,Ice Cream Shop
Budapest II. kerulete,47.527676,19.002645,Lipóti Pékség,47.509750190853936,19.00928193497297,Bakery
Budapest II. kerulete,47.527676,19.002645,Talentum Tenisz Centrum,47.53311713127576,19.030697471591505,Tennis Court
Budapest II. kerulete,47.527676,19.002645,Városmajor,47.50773667091203,19.017248153686523,Park
Budapest II. kerulete,47.527676,19.002645,Szép Ilona Vendéglő,47.517670166314424,18.994935594332613,Eastern European Restaurant
Budapest II. kerulete,47.527676,19.002645,Kiscelli Múzeum,47.53794891345154,19.02804136276245,Art Museum
Budapest II. kerulete,47.527676,19.002645,Szamos Budagyöngye,47.51620375146318,18.999711590716554,Dessert Shop
Budapest II. kerulete,47.527676,19.002645,Rózsadomb,47.518100523912466,19.023532177409834,Neighborhood
Budapest II. kerulete,47.527676,19.002645,Tortavár Cukrászda,47.51249599639135,19.026824128316722,Dessert Shop
Budapest II. kerulete,47.527676,19.002645,Pesto Pizza,47.53549346002549,19.026389122009277,Italian Restaurant
Budapest II. kerulete,47.527676,19.002645,Folyondár Vasas Sport és Tánc Centrum,47.5343182231562,19.029643579787926,Gym / Fitness Center
Budapest II. kerulete,47.527676,19.002645,First Buda Country Grill,47.53341200588345,18.98185089845666,American Restaurant
Budapest II. kerulete,47.527676,19.002645,Millenáris park,47.51114047594367,19.024743415875573,Park
Budapest II. kerulete,47.527676,19.002645,Focus Fox Kft.,47.53180051203342,18.978189422356646,Movie Theater
Budapest II. kerulete,47.527676,19.002645,Oxygen Sporttelep,47.525358388317954,19.03341198325739,Soccer Field
Budapest II. kerulete,47.527676,19.002645,Gléda Vendéglő,47.533054,19.030418,Restaurant
Budapest II. kerulete,47.527676,19.002645,Zölderdő,47.53679512070485,18.975504161207503,Forest
Budapest II. kerulete,47.527676,19.002645,Kolozsvári Tamás utcai sportpálya,47.5254262567654,19.03345585715914,Track
Budapest II. kerulete,47.527676,19.002645,Városmajor játszótér,47.50750791642494,19.017052098587317,Playground
Budapest II. kerulete,47.527676,19.002645,Fasor eszpresszó,47.508787416420255,19.018476248369012,Pub
Budapest II. kerulete,47.527676,19.002645,Oroszlán-szikla,47.542801456871395,18.989169669718546,Park
Budapest II. kerulete,47.527676,19.002645,Marczibányi téri Sportcentrum,47.5128244999989,19.022853511805078,Gym
Budapest II. kerulete,47.527676,19.002645,Aragvi Grúz étterem,47.52775117378979,19.03350084305929,Caucasian Restaurant
Budapest II. kerulete,47.527676,19.002645,Marczibányi tér,47.513279971433896,19.022387809049246,Plaza
Budapest II. kerulete,47.527676,19.002645,Pénzügyőr Étterem,47.5248550314362,18.987735150618093,Eastern European Restaurant
Budapest II. kerulete,47.527676,19.002645,Hollósy Cukrászda,47.52358649645231,18.99302205347811,Dessert Shop
Budapest II. kerulete,47.527676,19.002645,Kecskehegy,47.54332411860925,18.991922033493346,Scenic Lookout
Budapest II. kerulete,47.527676,19.002645,Pasaréti Honvéd Lovarda,47.520352385107074,18.998642398983502,Stables
Budapest II. kerulete,47.527676,19.002645,Café Cino Bar & Bistro,47.52879554106322,19.005419333193824,Bar
Budapest II. kerulete,47.527676,19.002645,iDoki 2,47.516171766888874,18.999792337417603,Electronics Store
Budapest II. kerulete,47.527676,19.002645,Fenyőgyöngye Vendéglő,47.54054684220458,19.00619895654953,Restaurant
Budapest II. kerulete,47.527676,19.002645,Remíz Kávéház és Söröző,47.518028190864726,18.994478475352995,Restaurant
Budapest II. kerulete,47.527676,19.002645,SPAR,47.52894407509159,19.00522120829305,Grocery Store
Budapest II. kerulete,47.527676,19.002645,Gyergyó Árpi kisvendéglője,47.51865521129314,19.001466872120208,Hungarian Restaurant
Budapest II. kerulete,47.527676,19.002645,"Nagyhíd (56, 56A, 59B, 61)",47.52833512344049,18.98373996308985,Tram Station
Budapest II. kerulete,47.527676,19.002645,Europa Hotels & Congress Center,47.52260583574657,18.9703278507091,Hotel
Budapest II. kerulete,47.527676,19.002645,dm,47.51623218939296,18.99980589669708,Cosmetics Shop
Budapest II. kerulete,47.527676,19.002645,Lipóti Pékség,47.52354343492146,18.992944881925467,Bakery
Budapest II. kerulete,47.527676,19.002645,Full House,47.530226917636305,18.978622636044175,Pizza Place
Budapest II. kerulete,47.527676,19.002645,TESCO Expressz,47.52098913958009,19.00646802034416,Supermarket
Budapest II. kerulete,47.527676,19.002645,Törökvész út - Kapy út kereszteződés,47.52927101452922,19.003493785858154,Intersection
Budapest II. kerulete,47.527676,19.002645,"Verecke lépcső (11, 29, 111, 931)",47.529164597406414,19.003403482567478,Bus Stop
Budapest II. kerulete,47.527676,19.002645,Olly's,47.52879,19.005434,Café
Budapest II. kerulete,47.527676,19.002645,Pasaréti Söröző,47.52347075129414,18.994656281167956,Bar
Budapest II. kerulete,47.527676,19.002645,Patika,47.52994810614073,19.00860920045056,Pharmacy
Budapest II. kerulete,47.527676,19.002645,CBA Szarvas Csemege,47.51280937539859,18.99439757526606,Grocery Store
Budapest II. kerulete,47.527676,19.002645,CBA Prima,47.52049189987383,18.98770369141354,Grocery Store
Budapest III. kerulete,47.570096,19.037062,Aranyhegy,47.5716909760895,19.02730463277868,Mountain
Budapest III. kerulete,47.570096,19.037062,Alexandros,47.568271110618944,19.051732451444657,Greek Restaurant
Budapest III. kerulete,47.570096,19.037062,Római Kalandpark,47.57463450780502,19.049456115678293,Playground
Budapest III. kerulete,47.570096,19.037062,This is Melbourne Too,47.5624488220919,19.05387783945958,Coffee Shop
Budapest III. kerulete,47.570096,19.037062,Smokey Monkies BBQ,47.557224,19.046265,BBQ Joint
Budapest III. kerulete,47.570096,19.037062,Graphisoft Park,47.56071613598805,19.054927825927734,Park
Budapest III. kerulete,47.570096,19.037062,Shox Motoros Bolt,47.55605564191051,19.04707135213984,Motorcycle Shop
Budapest III. kerulete,47.570096,19.037062,amaSole Jóga Római,47.57265039841344,19.055333577249723,Yoga Studio
Budapest III. kerulete,47.570096,19.037062,Csillaghegyi Megálló Sütöde & Tejbár,47.58619467623616,19.044932783503082,Bakery
Budapest III. kerulete,47.570096,19.037062,Jókenyér Pékség - Római,47.57597307096602,19.057993552102147,Bakery
Budapest III. kerulete,47.570096,19.037062,Steve Jobs Emlékhely,47.56190999585655,19.05478618061542,Outdoor Sculpture
Budapest III. kerulete,47.570096,19.037062,Római part,47.57246810824738,19.065052587247067,Beach
Budapest III. kerulete,47.570096,19.037062,Monkey Boulder,47.556896922335014,19.048618211563742,Climbing Gym
Budapest III. kerulete,47.570096,19.037062,Mob Pizza,47.57264697622672,19.055725013477893,Pizza Place
Budapest III. kerulete,47.570096,19.037062,Aldi,47.55445662697983,19.041515961081164,Supermarket
Budapest III. kerulete,47.570096,19.037062,Szarvas Büfé,47.57486237822174,19.04826256852494,Beer Garden
Budapest III. kerulete,47.570096,19.037062,Kiss-Kerekes Lángosház,47.564782234095496,19.022097253904946,Eastern European Restaurant
Budapest III. kerulete,47.570096,19.037062,Hummus Bar,47.56028855592727,19.05446732016336,Falafel Restaurant
Budapest III. kerulete,47.570096,19.037062,Fellini Római Kultúrbisztró,47.57709062090597,19.06604164804126,Beach Bar
Budapest III. kerulete,47.570096,19.037062,Csillaghegyi Strandfürdő és Uszoda,47.585979272646675,19.042333880827368,Pool
Budapest III. kerulete,47.570096,19.037062,Pipacs Pékség,47.55067119371765,19.030481818241967,Bakery
Budapest III. kerulete,47.570096,19.037062,Lidl,47.553058926670865,19.038127733506006,Supermarket
Budapest III. kerulete,47.570096,19.037062,Cserfalvi Cukrászda,47.564837954767945,19.022306378438117,Dessert Shop
Budapest III. kerulete,47.570096,19.037062,Lidl,47.5607293802487,19.0243986367926,Supermarket
Budapest III. kerulete,47.570096,19.037062,Kisbojtár Vendeglõ,47.56015719880375,19.02877139944774,Hungarian Restaurant
Budapest III. kerulete,47.570096,19.037062,Allegretto Étterem,47.5725489862529,19.055520019596493,Italian Restaurant
Budapest III. kerulete,47.570096,19.037062,BSK Cross Fight,47.55714687380373,19.047613840667204,Gym
Budapest III. kerulete,47.570096,19.037062,Bonyai Étterem,47.555698214132775,19.047069507040945,Music Venue
Budapest III. kerulete,47.570096,19.037062,Kupak És Dugó,47.57130313863858,19.06498684747258,Wine Bar
Budapest III. kerulete,47.570096,19.037062,Róka-hegyi kőfejtő,47.59070973341061,19.034199714660645,Trail
Budapest III. kerulete,47.570096,19.037062,Nap Bácsi,47.57756039727145,19.066131524464247,Beer Garden
Budapest III. kerulete,47.570096,19.037062,Óbudai-sziget (Hajógyári-sziget),47.55195511225263,19.05452013015747,Island
Budapest III. kerulete,47.570096,19.037062,Római Sétány,47.56906766923176,19.064293063169323,Park
Budapest III. kerulete,47.570096,19.037062,Bagetto,47.570862107385246,19.061915829694644,Coffee Shop
Budapest III. kerulete,47.570096,19.037062,Flashback Photo Studio,47.55006336824201,19.046448743491027,Arts & Entertainment
Budapest III. kerulete,47.570096,19.037062,Polaris Csillagvizsgáló,47.553006046733486,19.025351654228672,General Entertainment
Budapest III. kerulete,47.570096,19.037062,Magic Mirror,47.5561854186151,19.056072177838654,Gay Bar
Budapest III. kerulete,47.570096,19.037062,Római Parti Futópálya,47.56903181611684,19.06270790535242,Track
Budapest III. kerulete,47.570096,19.037062,Jack Daniel's Experience,47.55410194014078,19.05678467649517,Bar
Budapest III. kerulete,47.570096,19.037062,Házisárkány étkezde,47.55267378626525,19.04128393835897,Diner
Budapest III. kerulete,47.570096,19.037062,Dallas Étterem,47.55266282117259,19.030152612331722,American Restaurant
Budapest III. kerulete,47.570096,19.037062,Lidl,47.58052133070791,19.04882583612186,Supermarket
Budapest III. kerulete,47.570096,19.037062,Gombro'c,47.570999,19.062289,Dumpling Restaurant
Budapest III. kerulete,47.570096,19.037062,HRP Europe,47.55377907758823,19.039871589064113,Electronics Store
Budapest III. kerulete,47.570096,19.037062,Filatorigát - Legálfal,47.55023169716656,19.047203063964844,Art Gallery
Budapest III. kerulete,47.570096,19.037062,Római Strandfürdő,47.57481146475501,19.052086523629335,Pool
Budapest III. kerulete,47.570096,19.037062,Két rombusz,47.57414898054914,19.065282507132128,Beer Garden
Budapest III. kerulete,47.570096,19.037062,Római tér,47.568722367093315,19.048627760022114,Plaza
Budapest III. kerulete,47.570096,19.037062,Ünnepek Áruháza,47.551358155405325,19.030488015275985,Arts & Crafts Store
Budapest III. kerulete,47.570096,19.037062,Rókahegy,47.592236873902245,19.032266534619765,Mountain
Budapest III. kerulete,47.570096,19.037062,Martini pékség,47.54954075309304,19.02898256942486,Bakery
Budapest III. kerulete,47.570096,19.037062,Molo Cafe Restaurant,47.56625764256366,19.06360499965843,Diner
Budapest III. kerulete,47.570096,19.037062,Gepárd Jégpálya,47.56091595690002,19.021942806916023,Hockey Field
Budapest III. kerulete,47.570096,19.037062,Cziniel Cukrászda és Kávéház,47.5718387536065,19.061956508663428,Dessert Shop
Budapest III. kerulete,47.570096,19.037062,Juventus Team Computer,47.55408105691697,19.038221872503645,Electronics Store
